date,year,month,quarter,mode,scenario,ads_revenue,cloud_revenue,new_geo_revenue,device_revenue,revenue,platform_revenue,frontier_revenue,total_mau_m,cloud_customers,cloud_arpu_annual,device_units,marketing_spend,gross_logo_adds,churn_rate,compute_units,infra_unit_cost,cogs,gross_profit,rnd_expense,snm_expense,gna_expense,opex,operating_income,sbc,interest_income,tax,net_income,platform_operating_income,frontier_operating_income,depreciation,capex,headcount_total,hc_Engineering,hc_Research,hc_Sales_Marketing,hc_G_and_A,hc_Operations,comp_Engineering,comp_Research,comp_Sales_Marketing,comp_G_and_A,comp_Operations,cash,accounts_receivable,accounts_payable,deferred_revenue,ppe_net,other_assets,total_assets,total_liabilities,retained_earnings,paid_in_capital,total_equity,balance_check,cfo,cfi,cff,net_change_in_cash,event_notes,mau_NA,mau_EU,mau_APAC,mau_LATAM,mau_ROW,arpu_NA,arpu_EU,arpu_APAC,arpu_LATAM,arpu_ROW,fx_NA,fx_EU,fx_APAC,fx_LATAM,fx_ROW,adsrev_NA,adsrev_EU,adsrev_APAC,adsrev_LATAM,adsrev_ROW
2023-11-01,2023,11,2023-Q4,plan,Base Plan,2299809278.9266148,66196076.802676536,0.0,176507021.7576036,2542512377.486895,2366005355.7292914,176507021.7576036,3421.1708082508308,14504.345433609473,54766.547395613154,410481.4459479153,12138003.136330426,719.8004178722416,0.011,2501784547.9342813,0.08223669858753593,574044225.2857027,1968468152.2011924,646618112.0894268,245435749.8414914,228628026.04579598,1120681887.9767141,847786264.2244782,319821925.0772305,95268965.50170289,150888836.756189,792166392.9699922,1228777118.2107666,-380990853.9862883,135470689.87339297,711903465.6963307,52052.711190634414,22917.2545936255,4736.004112018729,10337.680815900227,6323.299163972163,7738.472505117797,443066922.14342636,105770758.5017516,153342265.43585336,81149005.93764277,78029597.75993778,33007673570.003014,3178140471.8586187,2120083615.5333307,109223526.72441629,5728679650.015773,12000000000.0,53914493691.8774,2229307142.257747,22932711833.115852,28752474716.503807,51685186549.61966,0.0,1055931720.8297846,-711903465.6963307,0.0,344028255.13345397,,417.5104475514679,534.2823156749746,1255.501213604218,392.8672216050085,821.0096098151619,22.63158768340776,14.79789057526056,5.770437571627668,3.9850091742557594,2.481675209742815,1.0,1.05,0.93,0.88,0.85,787410358.5416552,691796983.8198208,561471331.5009583,114809162.03975749,144321443.02442268
2023-12-01,2023,12,2023-Q4,plan,Base Plan,2447670386.8000007,69740135.77740623,0.0,185332372.84548378,2702742895.4228907,2517410522.577407,185332372.84548378,3441.2000000000016,15069.912015054311,55533.27905915174,431005.5182453111,12623523.261783643,725.1143812145414,0.011,2529688570.265107,0.08198998849177333,605573981.3204237,2097168914.102467,654251051.7645041,247280827.84511697,232121535.68117076,1133653415.2907917,963515498.8116753,322274551.66666675,96272381.24584213,169566060.8092028,890221819.2483146,1350549473.0498066,-387033974.23813117,151236690.09669316,756768010.7184094,52390.000000000015,23100.00000000001,4787.999999999995,10387.999999999998,6344.000000000004,7770.0000000000055,446600000.00000024,106931999.9999999,154088666.66666666,81414666.66666672,78347500.00000006,33465155345.83838,3378428619.278613,2165040791.187122,115071224.03272028,6334210970.637489,12000000000.0,55177794935.75448,2280112015.219842,23822933652.364166,29074749268.170475,52897682920.53464,0.0,1214249786.5537753,-756768010.7184094,0.0,457481775.8353659,,418.2000000000003,535.6000000000003,1262.6000000000001,396.0000000000001,828.8000000000008,23.97599999999999,15.664799999999998,6.127199999999999,4.240799999999997,2.6447999999999987,1.0,1.05,0.93,0.88,0.85,835563600.0000001,734130852.0000004,599555710.8000001,123152831.99999994,155267392.00000006
2024-01-01,2024,1,2024-Q1,plan,Base Plan,1938618642.5712752,73366606.95053054,0.0,194598991.48775798,2206584241.009564,2011985249.5218058,194598991.48775798,3461.372620550677,15634.658783829971,56310.744965979866,452555.7941575767,13128464.192254988,730.5158009412578,0.011,2558031952.5501685,0.081744018526298,589524820.1257982,1617059420.8837657,661495693.13297,249154039.8813737,235188390.3655179,1145838123.3798616,471221297.5039041,324747498.58362323,97606703.0920286,91012480.09534924,477815520.50058347,863750299.4541903,-392529001.95028615,164108431.50258228,617843587.4826779,52729.758049295124,23284.202643907687,4840.566743137426,10438.564115272782,6364.768605178274,7801.655941798953,450161251.1155486,108105990.59673584,154838701.04321292,81681197.09978785,78666697.41313945,34407307462.4778,2758230301.261955,2132183049.2701192,121054901.4683754,6787946126.617584,12000000000.0,55953483890.35734,2253237950.7384944,24300749172.86475,29399496766.754097,53700245939.61885,-7.62939453125e-06,1559995704.1220996,-617843587.4826779,0.0,942152116.6394217,,418.8906913004633,536.9209340900461,1269.7389239661381,399.157759609846,836.6643115841832,18.902038806301984,12.340140661053955,4.841562905899272,3.3584313070243956,2.097543338936544,1.0,1.05,0.93,0.88,0.85,659824008.5466684,579746986.9218692,476432867.7699456,98306553.86313112,124308225.46966107
2024-02-01,2024,2,2024-Q1,plan,Base Plan,1939315604.2519355,77077505.5398017,0.0,204328941.0621459,2220722050.853883,2016393109.791737,204328941.0621459,3481.6898073707857,16198.681609069003,57099.09539550359,475183.5838654555,13653602.759945188,736.0040718611623,0.011,2586823898.058178,0.0814987864707191,609666184.0315552,1611055866.8223276,668798956.65883,251056224.9827722,238275157.8818732,1158130339.5234754,452925527.2988522,327240943.8912568,100354646.76556025,88524827.850306,464755346.21410644,850965988.6504285,-398040461.35157627,177062643.4658966,621802174.2390872,53072.005163452784,23469.87414556526,4893.710608765265,10489.374353933448,6385.605201365537,7833.440853823277,453750900.147595,109292870.26242425,155592386.25001281,81948600.08419107,78987195.27605139,34772069810.08733,2775902563.5673532,2161237917.180579,127177884.1406728,7232685657.390775,12000000000.0,56780658031.04546,2288415801.321252,24765504519.078857,29726737710.645355,54492242229.72421,0.0,986564521.8486187,-621802174.2390872,0.0,364762347.6095315,,419.58252333376356,538.2451259599094,1276.9182124462902,402.3406996382615,844.603245992561,18.821275783620887,12.277893252894579,4.8318961191050365,3.359182782159586,2.1010555598153546,1.0,1.05,0.93,0.88,0.85,658089865.4710258,578245167.5373245,478170052.0228672,99112636.39103858,125697882.82967925
2024-03-01,2024,3,2024-Q1,plan,Base Plan,2024165409.2403178,80874890.75839256,0.0,214545388.11525318,2319585688.1139636,2105040299.9987104,214545388.11525318,3502.152707478457,16762.07464034986,57898.48273104064,498942.7630587283,14199746.870342996,741.578528980614,0.011,2616073801.046246,0.08125429011130694,636572633.9294503,1683013054.1845133,676235392.2912173,252988253.74836662,241456032.2125659,1170679678.2521498,512333375.9323635,329755067.28142595,101418536.94608806,98200306.06055225,515551606.81789935,915993120.3988616,-403659744.46649814,190593559.97989473,649483992.6719099,53416.761337536926,23657.026217850696,4947.437933025892,10540.431914000032,6406.510011146664,7865.355261513641,457369173.5451135,110492780.50424491,156349740.05766714,82216878.47638218,79308998.88692921,35081216892.29222,2899482110.1424546,2201282618.942583,133443569.75134774,7691576090.08279,12000000000.0,57672275092.51747,2334726188.6939306,25281056125.896755,30056492777.92678,55337548903.82353,7.62939453125e-06,958631074.8767976,-649483992.6719099,0.0,309147082.2048876,,420.27549798391414,539.5725836441541,1284.1380936672872,405.5490208774404,852.6175113056612,19.5534167109382,12.745614705958696,5.031329826170855,3.5056131639726322,2.1958229533256644,1.0,1.05,0.93,0.88,0.85,684818495.4563783,601753622.4898676,500721477.5982564,104257852.32310557,132613961.37270989
2024-04-01,2024,4,2024-Q2,plan,Base Plan,2110704496.5957065,84760866.37038468,0.0,225272657.52101582,2420738020.487107,2195465362.966091,225272657.52101582,3522.7624775251484,17324.930268735814,58709.06148927521,523889.9012116647,14767736.745156717,747.2384494298037,0.011,2645791249.146962,0.08101052724097302,664502298.7190135,1756235721.7680933,683807421.3168185,254951029.5909617,244733075.3603844,1183491526.2681646,572744195.4999287,332290050.0901157,102320215.93585232,108010305.82972497,567054105.606056,982130599.0737021,-409386403.5737733,204714531.76606953,677806645.73639,53764.04673827596,23845.670667042097,5001.755121625255,10591.737999321982,6427.48325783521,7897.399692451418,461016299.56281394,111705864.38296403,157110780.32327607,82486035.14221853,79632113.5655518,35428639359.461334,3025922525.6088834,2242481600.0924873,139855429.5111347,8164668204.053111,12000000000.0,58619230089.12333,2382337029.603622,25848110231.50281,30388782828.016895,56236893059.51971,0.0,1025229112.9055036,-677806645.73639,0.0,347422467.16911364,,420.96961713803955,540.9033151971595,1291.3987971463876,408.78292572072155,860.7078223228401,20.294199732272627,13.218232772825475,5.233878837613366,3.6548539210161692,2.292623718852921,1.0,1.05,0.93,0.88,0.85,711936790.951476,625606268.6885412,523824424.7360471,109563071.12042165,139773941.09922087
2024-05-01,2024,5,2024-Q2,plan,Base Plan,2155847366.976915,88737581.25000183,0.0,236536290.39706665,2481121238.6239834,2244584948.226917,236536290.39706665,3543.520283879518,17887.339090310685,59530.988350125066,550084.396272248,15358446.214962985,752.983054530963,0.011,2675986025.7716947,0.0807674956592501,690294919.6641638,1790826318.9598196,691479793.3037629,256945490.03407627,248070674.26089826,1196495957.5987375,594330361.3610821,334846075.3130127,103333531.46509556,111626222.85218842,586037669.9739891,1009502257.2877913,-415171895.9267092,219187738.9913761,694713946.8147154,54113.88170561084,24035.81939356248,5056.668650596601,10643.293819608547,6448.525165475802,7929.5746763674115,464692508.2755413,112932266.52999075,157875524.9908601,82756072.95693946,79956544.65337141,35842313882.4576,3101401548.279979,2279716028.7448244,146417009.06250304,8640194411.87645,12000000000.0,59583909842.61403,2426133037.8073273,26434147901.4768,30723628903.329906,57157776804.8067,0.0,1108388469.8109875,-694713946.8147154,0.0,413674522.9962721,,421.66488268638125,542.237328693169,1298.7005536985735,412.0426181753567,868.8749006260374,20.631084065059085,13.427243012815753,5.33292388220364,3.7323030516308253,2.3446017547798506,1.0,1.05,0.93,0.88,0.85,724950303.498834,637065833.5110329,536755017.89539146,112776980.8893082,144299231.18234825
2024-06-01,2024,6,2024-Q2,plan,Base Plan,2201777800.5013676,92807229.94544949,0.0,248363104.91691998,2542948135.363737,2294585030.446817,248363104.91691998,3564.4273027120457,18449.389872313583,60364.422187026816,577588.6160858604,15972784.063561505,758.8115119963161,0.011,2706668112.5337176,0.08052519317227234,716932468.1283689,1826015667.2353683,699254197.9151967,258972608.06065267,251470152.56415725,1209696958.5400066,616318708.6953616,337423327.621232,104540082.15716802,115337406.53640474,605521384.3161249,1037333032.8960565,-421014324.2006949,234021603.11433125,712025477.9018464,54466.28675425754,24227.484392730516,5112.185067072584,10695.100590457294,6469.635958846531,7961.880745150615,468398031.59278995,114172133.16462106,158643992.0917832,83026994.80519715,80282297.51360203,36275048733.328384,3178685169.2046714,2318078743.0429683,153131929.40999165,9118198286.663963,12000000000.0,60571932189.19702,2471210672.45296,27039669285.792923,31061052230.951138,58100721516.744064,0.0,1144760328.7726285,-712025477.9018464,0.0,432734850.87078214,,422.36129652230244,543.5746322263398,1306.043595443889,415.3283038753802,877.1194746441342,20.971463331947042,13.638194222931856,5.433299854268674,3.8110122488105396,2.3975184534547367,1.0,1.05,0.93,0.88,0.85,738127870.2375898,648670435.784138,549949801.9515208,116073558.57876384,148956133.94935504
2024-07-01,2024,7,2024-Q3,plan,Base Plan,2204421296.267509,96972053.24824165,0.0,260781260.16276598,2562174609.6785164,2301393349.5157504,260781260.16276598,3585.484720080406,19011.169521961165,61209.52409764519,606468.0468901534,16611695.426103966,764.7229382430311,0.011,2737847691.694879,0.08028361759275553,741180046.9065317,1820994562.7719846,707093790.1641613,261033393.51558122,254894295.85738826,1223021479.5371308,597973083.2348537,340021993.3771976,105802225.4722078,112604049.39312984,591171259.3139317,1024835649.2326128,-426862565.99775904,248967621.67078927,717408890.7099847,54821.28257528422,24420.677755517223,5168.310990065862,10747.159533382775,6490.815863461352,7994.318432857005,472133103.273333,115425612.11147092,159416199.74517784,83298803.58108735,80609377.53130813,36754897003.72293,3202718262.0981455,2352336164.229445,160003887.85959873,9586639555.703157,12000000000.0,61544254821.52423,2512340052.0890436,27630840545.106853,31401074224.328335,59031914769.43519,0.0,1197257161.1045282,-717408890.7099847,0.0,479848270.3945435,,423.0588605422935,544.9152339107907,1313.4281558148182,418.6401900945809,885.4422797179227,20.897420156906556,13.579511441475232,5.426492595660668,3.8147057307628986,2.4033226745277614,1.0,1.05,0.93,0.88,0.85,736736563.3212036,647472232.1835018,552366382.5907552,117112536.36730759,150733581.80474088
2024-08-01,2024,8,2024-Q3,plan,Base Plan,2206890045.2950635,101234338.76890828,0.0,273820323.1709043,2581944707.234876,2308124384.063972,273820323.1709043,3606.6937320156053,19572.763058031625,62066.45743501222,636791.4492346612,17276163.243148126,770.7164008120343,0.011,2769535148.6395583,0.08004276673997726,766083104.9269488,1815861602.3079274,714999480.0793282,263128894.56418985,258343641.29823,1236472015.941748,579389586.3661795,342642260.65067774,107201782.92752522,109854619.08699276,576736750.206712,1012102729.4464889,-432713143.08030933,264028965.79632604,722944518.0257654,55178.89003770316,24615.411669308724,5225.053111258249,10799.471875845325,6512.065105572493,8026.8882757183665,475897958.93996865,116692852.81810091,160192166.1583723,83571502.18818033,80937790.11349353,37233040582.48009,3227430884.0435953,2387696135.195001,167036658.96869868,10045555107.932598,12000000000.0,62506026574.45628,2554732794.1636996,28207577295.313564,31743716484.97901,59951293780.29257,1.52587890625e-05,1201088096.782922,-722944518.0257654,0.0,478143578.7571566,,423.7575766459768,546.2591418806527,1320.8544695637067,421.978485759578,893.8440581656912,20.82155603954331,13.519729053720713,5.419151896326573,3.8180209520122785,2.4089000331110557,1.0,1.05,0.93,0.88,0.85,735274344.1096064,646211614.2426355,554738102.7718383,118148997.99475546,152516986.17622796
